DLTR,YAHOO,Dollar Tree, Inc.,United States,Services
DRI,YAHOO,Darden Restaurants, Inc.,United States,Services
FISV,YAHOO,Fiserv, Inc.,United States,Services
FOXA,YAHOO,Twenty-First Century Fox, Inc.,United States,Services
GCI,YAHOO,Gannett Co., Inc.,United States,Services
GPS,YAHOO,The Gap, Inc.,United States,Services
GWW,YAHOO,W.W. Grainger, Inc.,United States,Services
HD,YAHOO,The Home Depot, Inc.,United States,Services
HRB,YAHOO,H&R Block, Inc.,United States,Services
IPG,YAHOO,The Interpublic Group of Companies, Inc.,United States,Services
JCP,YAHOO,J. C. Penney Company, Inc.,United States,Services
LB,YAHOO,L Brands, Inc.,United States,Services
LOW,YAHOO,Lowe's Companies, Inc.,United States,Services
M,YAHOO,Macy's, Inc.,United States,Services
MAR,YAHOO,Marriott International, Inc.,United States,Services
NFLX,YAHOO,Netflix, Inc.,United States,Services
PAYX,YAHOO,Paychex, Inc.,United States,Services
PDCO,YAHOO,Patterson Companies, Inc.,United States,Services
R,YAHOO,Ryder System, Inc.,United States,Services
SNI,YAHOO,Scripps Networks Interactive, Inc.,United States,Services
SPLS,YAHOO,Staples, Inc.,United States,Services
UPS,YAHOO,United Parcel Service, Inc.,United States,Services
VIAB,YAHOO,Viacom, Inc.,United States,Services
WBA,YAHOO,Walgreens Boots Alliance, Inc.,United States,Services
WFM,YAHOO,Whole Foods Market, Inc.,United States,Services
YUM,YAHOO,Yum! Brands, Inc.,United States,Services
ADI,YAHOO,Analog Devices, Inc.,United States,Technology
ADP,YAHOO,Automatic Data Processing, Inc.,United States,Technology
ADSK,YAHOO,Autodesk, Inc.,United States,Technology
AKAM,YAHOO,Akamai Technologies, Inc.,United States,Technology
AMAT,YAHOO,Applied Materials, Inc.,United States,Technology
AMD,YAHOO,Advanced Micro Devices, Inc.,United States,Technology
CA,YAHOO,CA, Inc.,United States,Technology
CRM,YAHOO,salesforce.com, inc.,United States,Technology
CSCO,YAHOO,Cisco Systems, Inc.,United States,Technology
CTL,YAHOO,CenturyLink, Inc.,United States,Technology
CTXS,YAHOO,Citrix Systems, Inc.,United States,Technology
FFIV,YAHOO,F5 Networks, Inc.,United States,Technology
FIS,YAHOO,Fidelity National Information Services, Inc.,United States,Technology
FLIR,YAHOO,FLIR Systems, Inc.,United States,Technology
FSLR,YAHOO,First Solar, Inc.,United States,Technology
JNPR,YAHOO,Juniper Networks, Inc.,United States,Technology
LDOS,YAHOO,Leidos Holdings, Inc.,United States,Technology
LSI,YAHOO,Life Storage, Inc.,United States,Technology
MSI,YAHOO,Motorola Solutions, Inc.,United States,Technology
MU,YAHOO,Micron Technology, Inc.,United States,Technology
NTAP,YAHOO,NetApp, Inc.,United States,Technology
RHT,YAHOO,Red Hat, Inc.,United States,Technology
T,YAHOO,AT&T, Inc.,United States,Technology
VRSN,YAHOO,VeriSign, Inc.,United States,Technology
WIN,YAHOO,Windstream Holdings, Inc.,United States,Technology
AEP,YAHOO,American Electric Power Co., Inc.,United States,Utilities
CNP,YAHOO,CenterPoint Energy, Inc.,United States,Utilities
D,YAHOO,Dominion Resources, Inc.,United States,Utilities
ED,YAHOO,Consolidated Edison, Inc.,United States,Utilities
NEE,YAHOO,NextEra Energy, Inc.,United States,Utilities
NRG,YAHOO,NRG Energy, Inc.,United States,Utilities
WEC,YAHOO,WEC Energy Group, Inc.,United States,Utilities
ES,YAHOO,Eversource Energy,United States,Utilities,Diversified Utilities
EXC,YAHOO,Exelon Corporation,United States,Utilities,Diversified Utilities
NI,YAHOO,NiSource Inc.,United States,Utilities,Diversified Utilities
PEG,YAHOO,Public Service Enterprise Group Inc.,United States,Utilities,Diversified Utilities
SRE,YAHOO,Sempra Energy,United States,Utilities,Diversified Utilities
AEE,YAHOO,Ameren Corporation,United States,Utilities,Electric Utilities
AES,YAHOO,The AES Corporation,United States,Utilities,Electric Utilities
CMS,YAHOO,CMS Energy Corp.,United States,Utilities,Electric Utilities
DTE,YAHOO,DTE Energy Company,United States,Utilities,Electric Utilities
DUK,YAHOO,Duke Energy Corporation,United States,Utilities,Electric Utilities
EIX,YAHOO,Edison International,United States,Utilities,Electric Utilities
ETR,YAHOO,Entergy Corporation,United States,Utilities,Electric Utilities
FE,YAHOO,FirstEnergy Corp.,United States,Utilities,Electric Utilities
PCG,YAHOO,PG&E Corporation,United States,Utilities,Electric Utilities
PNW,YAHOO,Pinnacle West Capital Corporation,United States,Utilities,Electric Utilities
PPL,YAHOO,PPL Corporation,United States,Utilities,Electric Utilities
SCG,YAHOO,SCANA Corp.,United States,Utilities,Electric Utilities
SO,YAHOO,Southern Company,United States,Utilities2,Electric Utilities
XEL,YAHOO,Xcel Energy Inc.,United States,Utilities2,Electric Utilities
OKE,YAHOO,ONEOK Inc.,United States,Utilities2,Gas Utilities
